,sport,normal,abnormal,excluded
12880,58669,35.0,1.0,False
12881,17873,32.0,4.0,False
12882,61106,35.0,1.0,False
12883,61689,36.0,0.0,1.0
12884,19557,34.0,2.0,False
12885,22569,36.0,0.0,1.0
12886,63155,33.0,3.0,False
12887,62762,33.0,3.0,False
12888,58988,36.0,0.0,1.0
12889,63840,33.0,3.0,False
12890,20413,36.0,0.0,1.0
12891,64587,35.0,1.0,False
12892,61096,33.0,3.0,False
12893,61094,35.0,1.0,False
12894,22464,35.0,1.0,False
12895,20990,32.0,4.0,False
12896,58871,35.0,1.0,False
12897,18111,35.0,1.0,False
12898,59953,32.0,4.0,False
12899,61425,35.0,1.0,False
12900,7308,35.0,1.0,False
12901,20230,33.0,3.0,False
12902,62998,34.0,2.0,False
12903,64676,32.0,4.0,False
12904,63923,34.0,2.0,False
12905,61453,34.0,2.0,False
12906,59947,35.0,1.0,False
12907,57541,35.0,1.0,False
12908,58774,35.0,1.0,False
12909,58832,36.0,0.0,1.0
12910,57535,33.0,3.0,False
12911,20284,34.0,2.0,False
12912,57690,34.0,2.0,False
12913,22408,36.0,0.0,1.0
12914,61472,34.0,2.0,False
12915,20210,35.0,1.0,False
12916,61491,35.0,1.0,False
12917,20308,36.0,0.0,1.0
12918,58762,36.0,0.0,1.0
12919,57525,35.0,1.0,False
12920,57518,35.0,1.0,False
12921,21023,35.0,1.0,False
12922,36048,36.0,0.0,1.0
12923,57517,34.0,2.0,False
12924,35528,35.0,1.0,False
12925,18130,34.0,2.0,False
12926,62853,34.0,2.0,False
12927,18201,36.0,0.0,1.0
12928,19020,36.0,0.0,1.0
12929,57613,36.0,0.0,1.0
12930,19451,34.0,2.0,False
12931,59977,35.0,1.0,False
12932,57604,35.0,1.0,False
12933,59988,35.0,1.0,False
12934,35896,36.0,0.0,1.0
12935,59958,35.0,1.0,False
12936,33558,35.0,1.0,False
12937,57584,34.0,2.0,False
12938,63933,33.0,3.0,False
12939,18146,35.0,1.0,False
12940,62984,36.0,0.0,1.0
12941,57563,35.0,1.0,False
12942,61402,35.0,1.0,False
12943,22362,35.0,1.0,False
12944,58810,36.0,0.0,1.0
12945,58029,34.0,2.0,False
12946,57659,33.0,3.0,False
12947,64705,34.0,2.0,False
12948,64706,33.0,3.0,False
12949,61353,35.0,1.0,False
12950,57664,36.0,0.0,1.0
12951,57666,34.0,2.0,False
12952,19031,35.0,1.0,False
12953,57564,35.0,1.0,False
12954,57715,34.0,2.0,False
12955,21020,36.0,0.0,1.0
12956,57507,35.0,1.0,False
12957,18998,33.0,3.0,False
12958,22313,35.0,1.0,False
12959,18058,34.0,2.0,False
12960,22441,33.0,3.0,False
12961,57466,36.0,0.0,1.0
12962,61537,35.0,1.0,False
12963,63053,36.0,0.0,1.0
12964,18289,36.0,0.0,1.0
12965,61249,36.0,0.0,1.0
12966,59891,36.0,0.0,1.0
12967,63895,33.0,3.0,False
12968,57448,35.0,1.0,False
12969,57784,33.0,3.0,False
12970,57443,35.0,1.0,False
12971,22425,35.0,1.0,False
12972,61231,36.0,0.0,1.0
12973,18995,34.0,2.0,False
12974,18666,35.0,1.0,False
12975,27154,35.0,1.0,False
12976,61560,36.0,0.0,1.0
12977,20353,35.0,1.0,False
12978,20355,33.0,3.0,False
12979,57793,35.0,1.0,False
12980,59863,34.0,2.0,False
12981,64738,32.0,4.0,False
12982,64739,35.0,1.0,False
12983,62859,35.0,1.0,False
12984,22315,35.0,1.0,False
12985,7607,35.0,1.0,False
12986,61256,34.0,2.0,False
12987,19492,34.0,2.0,False
12988,19040,35.0,1.0,False
12989,18077,34.0,2.0,False
12990,61283,34.0,2.0,False
12991,64669,33.0,3.0,False
12992,61510,32.0,4.0,False
12993,19485,34.0,2.0,False
12994,19042,34.0,2.0,False
12995,33139,34.0,2.0,False
12996,58842,36.0,0.0,1.0
12997,6497,34.0,2.0,False
12998,64964,33.0,3.0,False
12999,35714,35.0,1.0,False
13000,63040,35.0,1.0,False
13001,57478,36.0,0.0,1.0
13002,57476,35.0,1.0,False
13003,64663,32.0,4.0,False
13004,58741,35.0,1.0,False
13005,20319,36.0,0.0,1.0
13006,18274,36.0,0.0,1.0
13007,57751,36.0,0.0,1.0
13008,57753,33.0,3.0,False
13009,58855,35.0,1.0,False
13010,18065,35.0,1.0,False
13011,63043,35.0,1.0,False
13012,61536,33.0,3.0,False
13013,63207,34.0,2.0,False
13014,22644,35.0,1.0,False
13015,64957,32.0,4.0,False
13016,59598,36.0,0.0,1.0
13017,35332,35.0,1.0,False
13018,64916,35.0,1.0,False
13019,58493,33.0,3.0,False
13020,60845,36.0,0.0,1.0
13021,18542,35.0,1.0,False
13022,21897,35.0,1.0,False
13023,59164,36.0,0.0,1.0
13024,60835,36.0,0.0,1.0
13025,63370,33.0,3.0,False
13026,65298,34.0,2.0,False
13027,60324,33.0,3.0,False
13028,22762,35.0,1.0,False
13029,60826,36.0,0.0,1.0
13030,19127,36.0,0.0,1.0
13031,63374,35.0,1.0,False
13032,63376,36.0,0.0,1.0
13033,60331,36.0,0.0,1.0
13034,58033,34.0,2.0,False
13035,63381,35.0,1.0,False
13036,35563,34.0,2.0,False
13037,63383,32.0,4.0,False
13038,58038,33.0,3.0,False
13039,64468,31.0,5.0,False
13040,21526,34.0,2.0,False
13041,18762,36.0,0.0,1.0
13042,19968,35.0,1.0,False
13043,56893,35.0,1.0,False
13044,17670,35.0,1.0,False
13045,58481,28.0,8.0,False
13046,65324,31.0,5.0,False
13047,20521,35.0,1.0,False
13048,20522,35.0,1.0,False
13049,61904,35.0,1.0,False
13050,19632,31.0,5.0,False
13051,7961,36.0,0.0,1.0
13052,20539,36.0,0.0,1.0
13053,62593,35.0,1.0,False
13054,58524,36.0,0.0,1.0
13055,21279,35.0,1.0,False
13056,61915,36.0,0.0,1.0
13057,60299,35.0,1.0,False
13058,59620,36.0,0.0,1.0
13059,59129,35.0,1.0,False
13060,61929,34.0,2.0,False
13061,20543,35.0,1.0,False
13062,56395,35.0,1.0,False
13063,22745,31.0,5.0,False
13064,17680,36.0,0.0,1.0
13065,22746,32.0,4.0,False
13066,59608,35.0,1.0,False
13067,64174,35.0,1.0,False
13068,64907,34.0,2.0,False
13069,56911,36.0,0.0,1.0
13070,65316,31.0,5.0,False
13071,61927,35.0,1.0,False
13072,63348,34.0,2.0,False
13073,56863,34.0,2.0,False
13074,63703,32.0,4.0,False
13075,20437,34.0,2.0,False
13076,64217,35.0,1.0,False
13077,60763,36.0,0.0,1.0
13078,64445,31.0,5.0,False
13079,60759,36.0,0.0,1.0
13080,18404,36.0,0.0,1.0
13081,59204,34.0,2.0,False
13082,61217,32.0,4.0,False
13083,64943,32.0,4.0,False
13084,59210,36.0,0.0,1.0
13085,22818,36.0,0.0,1.0
13086,64948,31.0,5.0,False
13087,59554,35.0,1.0,False
13088,22829,34.0,2.0,False
13089,21514,35.0,1.0,False
13090,18400,36.0,0.0,1.0
13091,21327,36.0,0.0,1.0
13092,59213,36.0,0.0,1.0
13093,65240,36.0,0.0,1.0
13094,58463,32.0,4.0,False
13095,62511,33.0,3.0,False
13096,18878,36.0,0.0,1.0
13097,18409,36.0,0.0,1.0
13098,59531,36.0,0.0,1.0
13099,58454,36.0,0.0,1.0
13100,56773,31.0,5.0,False
13101,59225,35.0,1.0,False
13102,62503,36.0,0.0,1.0
13103,62526,34.0,2.0,False
13104,21914,35.0,1.0,False
13105,60809,35.0,1.0,False
13106,20585,36.0,0.0,1.0
13107,19967,35.0,1.0,False
13108,20580,33.0,3.0,False
13109,60802,35.0,1.0,False
13110,63392,36.0,0.0,1.0
13111,59593,34.0,2.0,False
13112,60339,34.0,2.0,False
13113,58045,35.0,1.0,False
13114,18889,36.0,0.0,1.0
13115,19272,36.0,0.0,1.0
13116,58480,34.0,2.0,False
13117,21307,35.0,1.0,False
13118,59192,36.0,0.0,1.0
13119,56834,35.0,1.0,False
13120,63416,35.0,1.0,False
13121,7031,34.0,2.0,False
13122,19649,32.0,4.0,False
13123,64932,36.0,0.0,1.0
13124,21522,36.0,0.0,1.0
13125,58058,35.0,1.0,False
13126,59572,36.0,0.0,1.0
13127,58059,35.0,1.0,False
13128,60785,35.0,1.0,False
13129,57919,36.0,0.0,1.0
13130,31242,36.0,0.0,1.0
13131,56822,34.0,2.0,False
13132,19136,34.0,2.0,False
13133,57987,36.0,0.0,1.0
13134,21551,36.0,0.0,1.0
13135,63329,35.0,1.0,False
13136,22206,35.0,1.0,False
13137,61001,34.0,2.0,False
13138,19593,35.0,1.0,False
13139,21235,35.0,1.0,False
13140,65407,28.0,8.0,False
13141,61792,34.0,2.0,False
13142,60999,34.0,2.0,False
13143,17770,32.0,4.0,False
13144,35272,36.0,0.0,1.0
13145,56747,34.0,2.0,False
13146,64116,34.0,2.0,False
13147,27827,35.0,1.0,False
13148,60990,34.0,2.0,False
13149,64543,35.0,1.0,False
13150,58593,36.0,0.0,1.0
13151,57037,34.0,2.0,False
13152,60637,35.0,1.0,False
13153,57930,33.0,3.0,False
13154,22201,36.0,0.0,1.0
13155,61805,35.0,1.0,False
13156,60218,34.0,2.0,False
13157,20898,33.0,3.0,False
13158,60982,33.0,3.0,False
13159,61810,34.0,2.0,False
13160,21247,34.0,2.0,False
13161,19322,33.0,3.0,False
13162,22695,36.0,0.0,1.0
13163,57925,35.0,1.0,False
13164,22670,35.0,1.0,False
13165,63328,33.0,3.0,False
13166,64835,32.0,4.0,False
13167,22649,35.0,1.0,False
13168,62702,35.0,1.0,False
13169,61050,33.0,3.0,False
13170,18709,36.0,0.0,1.0
13171,19337,35.0,1.0,False
13172,35800,35.0,1.0,False
13173,57095,32.0,4.0,False
13174,61044,35.0,1.0,False
13175,61042,35.0,1.0,False
13176,61038,34.0,2.0,False
13177,62694,35.0,1.0,False
13178,20929,32.0,4.0,False
13179,64836,34.0,2.0,False
13180,63248,33.0,3.0,False
13181,65436,30.0,6.0,False
13182,61029,36.0,0.0,1.0
13183,21217,35.0,1.0,False
13184,63233,35.0,1.0,False
13185,18583,35.0,1.0,False
13186,22660,34.0,2.0,False
13187,57077,33.0,3.0,False
13188,35654,36.0,0.0,1.0
13189,61021,33.0,3.0,False
13190,4126,35.0,1.0,False
13191,22665,36.0,0.0,1.0
13192,63780,34.0,2.0,False
13193,57015,36.0,0.0,1.0
13194,22696,36.0,0.0,1.0
13195,63770,34.0,2.0,False
13196,19621,36.0,0.0,1.0
13197,22719,36.0,0.0,1.0
13198,56976,36.0,0.0,1.0
13199,65348,34.0,2.0,False
13200,22722,35.0,1.0,False
13201,57969,35.0,1.0,False
13202,21556,34.0,2.0,False
13203,60923,36.0,0.0,1.0
13204,17711,35.0,1.0,False
13205,60280,34.0,2.0,False
13206,61853,35.0,1.0,False
13207,60281,35.0,1.0,False
13208,34435,32.0,4.0,False
13209,20503,33.0,3.0,False
13210,57012,36.0,0.0,1.0
13211,35482,35.0,1.0,False
13212,63320,34.0,2.0,False
13213,59654,34.0,2.0,False
13214,58544,34.0,2.0,False
13215,58538,35.0,1.0,False
13216,21877,35.0,1.0,False
13217,61888,35.0,1.0,False
13218,56962,35.0,1.0,False
13219,63733,34.0,2.0,False
13220,21263,36.0,0.0,1.0
13221,60906,34.0,2.0,False
13222,21267,36.0,0.0,1.0
13223,20497,34.0,2.0,False
13224,59115,36.0,0.0,1.0
13225,20874,36.0,0.0,1.0
13226,22713,36.0,0.0,1.0
13227,59680,36.0,0.0,1.0
13228,58569,35.0,1.0,False
13229,59087,34.0,2.0,False
13230,64866,35.0,1.0,False
13231,63288,36.0,0.0,1.0
13232,64129,32.0,4.0,False
13233,20479,36.0,0.0,1.0
13234,63943,34.0,2.0,False
13235,64131,32.0,4.0,False
13236,59676,35.0,1.0,False
13237,20481,36.0,0.0,1.0
13238,63291,35.0,1.0,False
13239,63293,35.0,1.0,False
13240,60957,35.0,1.0,False
13241,63758,31.0,5.0,False
13242,64134,34.0,2.0,False
13243,64872,35.0,1.0,False
13244,63296,34.0,2.0,False
13245,35359,33.0,3.0,False
13246,20495,33.0,3.0,False
13247,58562,36.0,0.0,1.0
13248,63749,35.0,1.0,False
13249,63748,35.0,1.0,False
13250,59113,35.0,1.0,False
13251,64882,36.0,0.0,1.0
13252,21412,35.0,1.0,False
13253,12674,34.0,2.0,False
13254,17382,36.0,0.0,1.0
13255,9258,33.0,3.0,False
13256,45861,35.0,1.0,False
13257,9318,35.0,1.0,False
13258,18135,33.0,3.0,False
13259,48089,35.0,1.0,False
13260,9288,36.0,0.0,1.0
13261,9286,36.0,0.0,1.0
13262,29219,35.0,1.0,False
13263,2545,33.0,3.0,False
13264,45756,30.0,6.0,False
13265,45654,35.0,1.0,False
13266,29233,30.0,6.0,False
13267,29234,35.0,1.0,False
13268,45748,35.0,1.0,False
13269,47981,35.0,1.0,False
13270,29248,35.0,1.0,False
13271,29253,35.0,1.0,False
13272,45692,33.0,3.0,False
13273,45677,33.0,3.0,False
13274,29172,32.0,4.0,False
13275,9369,36.0,0.0,1.0
13276,45911,32.0,4.0,False
13277,45916,35.0,1.0,False
13278,46097,34.0,2.0,False
13279,46096,35.0,1.0,False
13280,3240,36.0,0.0,1.0
13281,29057,35.0,1.0,False
13282,29058,35.0,1.0,False
13283,46050,33.0,3.0,False
13284,46020,34.0,2.0,False
13285,18377,35.0,1.0,False
13286,46010,36.0,0.0,1.0
13287,46005,36.0,0.0,1.0
13288,9460,34.0,2.0,False
13289,45998,35.0,1.0,False
13290,45977,33.0,3.0,False
13291,29121,36.0,0.0,1.0
13292,29132,35.0,1.0,False
13293,9418,34.0,2.0,False
13294,36647,35.0,1.0,False
13295,45656,35.0,1.0,False
13296,45629,31.0,5.0,False
13297,29036,35.0,1.0,False
13298,45279,36.0,0.0,1.0
13299,45353,36.0,0.0,1.0
13300,45333,35.0,1.0,False
13301,8974,33.0,3.0,False
13302,18444,31.0,5.0,False
13303,29485,34.0,2.0,False
13304,45302,36.0,0.0,1.0
13305,8955,36.0,0.0,1.0
13306,8953,34.0,2.0,False
13307,29512,35.0,1.0,False
13308,45618,36.0,0.0,1.0
13309,8938,36.0,0.0,1.0
13310,29515,36.0,0.0,1.0
13311,18499,34.0,2.0,False
13312,18506,34.0,2.0,False
13313,8934,34.0,2.0,False
13314,45242,36.0,0.0,1.0
13315,8922,36.0,0.0,1.0
13316,8919,35.0,1.0,False
13317,45369,36.0,0.0,1.0
13318,9008,35.0,1.0,False
13319,29441,35.0,1.0,False
13320,9019,36.0,0.0,1.0
13321,29324,36.0,0.0,1.0
13322,45601,34.0,2.0,False
13323,9134,36.0,0.0,1.0
13324,9129,36.0,0.0,1.0
13325,45595,34.0,2.0,False
13326,9125,35.0,1.0,False
13327,9107,33.0,3.0,False
13328,34633,36.0,0.0,1.0
13329,9091,36.0,0.0,1.0
13330,45539,35.0,1.0,False
13331,29360,36.0,0.0,1.0
13332,9052,34.0,2.0,False
13333,29396,36.0,0.0,1.0
13334,9039,35.0,1.0,False
13335,45463,34.0,2.0,False
13336,9026,35.0,1.0,False
13337,45424,34.0,2.0,False
13338,46106,35.0,1.0,False
13339,29028,34.0,2.0,False
13340,8905,34.0,2.0,False
13341,46520,34.0,2.0,False
13342,46573,34.0,2.0,False
13343,9895,35.0,1.0,False
13344,17882,35.0,1.0,False
13345,46550,35.0,1.0,False
13346,9865,35.0,1.0,False
13347,46545,34.0,2.0,False
13348,28788,36.0,0.0,1.0
13349,9859,35.0,1.0,False
13350,9845,36.0,0.0,1.0
13351,9787,33.0,3.0,False
13352,46519,33.0,3.0,False
13353,46510,36.0,0.0,1.0
13354,28803,33.0,3.0,False
13355,9823,34.0,2.0,False
13356,28814,33.0,3.0,False
13357,9809,35.0,1.0,False
13358,46461,33.0,3.0,False
13359,28829,36.0,0.0,1.0
13360,28767,32.0,4.0,False
13361,28757,36.0,0.0,1.0
13362,46602,34.0,2.0,False
13363,46608,35.0,1.0,False
13364,46849,36.0,0.0,1.0
13365,28620,34.0,2.0,False
13366,46794,35.0,1.0,False
13367,46774,36.0,0.0,1.0
13368,10031,35.0,1.0,False
13369,10017,36.0,0.0,1.0
13370,46709,35.0,1.0,False
13371,10006,35.0,1.0,False
13372,9998,36.0,0.0,1.0
13373,46222,34.0,2.0,False
13374,46684,34.0,2.0,False
13375,46676,34.0,2.0,False
13376,34801,36.0,0.0,1.0
13377,9962,35.0,1.0,False
13378,46634,34.0,2.0,False
13379,28734,36.0,0.0,1.0
13380,28746,34.0,2.0,False
13381,28840,34.0,2.0,False
13382,46438,35.0,1.0,False
13383,46140,35.0,1.0,False
13384,9589,35.0,1.0,False
13385,9673,35.0,1.0,False
13386,34783,36.0,0.0,1.0
13387,9656,35.0,1.0,False
13388,46279,35.0,1.0,False
13389,9626,35.0,1.0,False
13390,28963,35.0,1.0,False
13391,46239,34.0,2.0,False
13392,46230,35.0,1.0,False
13393,46226,35.0,1.0,False
13394,28849,35.0,1.0,False
13395,28984,35.0,1.0,False
13396,46209,36.0,0.0,1.0
13397,29002,36.0,0.0,1.0
13398,46183,36.0,0.0,1.0
13399,46163,36.0,0.0,1.0
13400,46159,36.0,0.0,1.0
13401,29017,35.0,1.0,False
13402,46144,35.0,1.0,False
13403,46335,35.0,1.0,False
13404,9688,34.0,2.0,False
13405,9689,36.0,0.0,1.0
13406,9691,35.0,1.0,False
13407,9771,34.0,2.0,False
13408,9760,34.0,2.0,False
13409,46412,33.0,3.0,False
13410,46394,34.0,2.0,False
13411,28875,35.0,1.0,False
13412,9736,36.0,0.0,1.0
13413,9735,36.0,0.0,1.0
13414,17616,35.0,1.0,False
13415,46372,35.0,1.0,False
13416,46368,36.0,0.0,1.0
13417,46367,36.0,0.0,1.0
13418,28890,35.0,1.0,False
13419,9705,36.0,0.0,1.0
13420,9704,34.0,2.0,False
13421,28893,34.0,2.0,False
13422,9697,36.0,0.0,1.0
13423,27078,35.0,1.0,False
13424,45237,35.0,1.0,False
13425,8902,35.0,1.0,False
13426,26865,35.0,1.0,False
13427,44143,36.0,0.0,1.0
13428,44323,36.0,0.0,1.0
13429,8149,35.0,1.0,False
13430,8148,35.0,1.0,False
13431,30079,36.0,0.0,1.0
13432,8073,35.0,1.0,False
13433,44201,34.0,2.0,False
13434,36705,36.0,0.0,1.0
13435,44178,34.0,2.0,False
13436,44135,35.0,1.0,False
13437,44045,34.0,2.0,False
13438,8021,35.0,1.0,False
13439,44123,36.0,0.0,1.0
13440,44097,36.0,0.0,1.0
13441,44095,35.0,1.0,False
13442,44084,35.0,1.0,False
13443,44068,35.0,1.0,False
13444,7993,32.0,4.0,False
13445,7991,34.0,2.0,False
13446,8151,35.0,1.0,False
13447,8155,34.0,2.0,False
13448,4873,34.0,2.0,False
13449,30057,35.0,1.0,False
13450,8269,32.0,4.0,False
13451,8260,35.0,1.0,False
13452,62442,36.0,0.0,1.0
13453,8252,34.0,2.0,False
13454,29982,36.0,0.0,1.0
13455,44450,36.0,0.0,1.0
13456,44444,34.0,2.0,False
13457,34749,34.0,2.0,False
13458,8229,33.0,3.0,False
13459,44422,34.0,2.0,False
13460,8225,35.0,1.0,False
13461,44416,35.0,1.0,False
13462,44396,35.0,1.0,False
13463,48281,34.0,2.0,False
13464,44382,35.0,1.0,False
13465,44376,35.0,1.0,False
13466,44368,28.0,8.0,False
13467,30241,35.0,1.0,False
13468,7972,34.0,2.0,False
13469,44471,36.0,0.0,1.0
13470,30423,35.0,1.0,False
13471,43820,36.0,0.0,1.0
13472,7809,35.0,1.0,False
13473,30398,36.0,0.0,1.0
13474,7783,35.0,1.0,False
13475,30414,35.0,1.0,False
13476,7768,36.0,0.0,1.0
13477,43755,36.0,0.0,1.0
13478,43753,36.0,0.0,1.0
13479,58529,34.0,2.0,False
13480,30255,35.0,1.0,False
13481,30437,36.0,0.0,1.0
13482,43707,36.0,0.0,1.0
13483,7719,32.0,4.0,False
13484,30458,34.0,2.0,False
13485,7703,33.0,3.0,False
13486,7694,35.0,1.0,False
13487,34732,34.0,2.0,False
13488,2611,34.0,2.0,False
13489,43836,34.0,2.0,False
13490,7836,34.0,2.0,False
13491,30359,35.0,1.0,False
13492,30358,35.0,1.0,False
13493,2595,35.0,1.0,False
13494,7951,35.0,1.0,False
13495,7936,36.0,0.0,1.0
13496,7932,35.0,1.0,False
13497,43982,36.0,0.0,1.0
13498,7923,36.0,0.0,1.0
13499,30302,36.0,0.0,1.0
13500,7917,33.0,3.0,False
13501,7902,33.0,3.0,False
13502,7901,36.0,0.0,1.0
13503,2599,35.0,1.0,False
13504,43930,36.0,0.0,1.0
13505,43914,36.0,0.0,1.0
13506,43906,33.0,3.0,False
13507,30336,34.0,2.0,False
13508,7861,35.0,1.0,False
13509,7846,36.0,0.0,1.0
13510,8271,36.0,0.0,1.0
13511,29962,36.0,0.0,1.0
13512,45225,35.0,1.0,False
13513,44989,36.0,0.0,1.0
13514,8743,35.0,1.0,False
13515,8739,36.0,0.0,1.0
13516,8738,36.0,0.0,1.0
13517,8718,35.0,1.0,False
13518,34759,35.0,1.0,False
13519,29678,36.0,0.0,1.0
13520,8704,35.0,1.0,False
13521,8698,36.0,0.0,1.0
13522,8688,35.0,1.0,False
13523,8618,35.0,1.0,False
13524,29687,36.0,0.0,1.0
13525,44965,34.0,2.0,False
13526,19301,34.0,2.0,False
13527,44949,33.0,3.0,False
13528,44945,35.0,1.0,False
13529,29709,32.0,4.0,False
13530,8638,34.0,2.0,False
13531,44918,33.0,3.0,False
13532,45060,34.0,2.0,False
13533,29653,35.0,1.0,False
13534,8765,36.0,0.0,1.0
13535,29641,34.0,2.0,False
13536,45215,36.0,0.0,1.0
13537,8877,35.0,1.0,False
13538,29555,35.0,1.0,False
13539,45188,34.0,2.0,False
13540,8860,34.0,2.0,False
13541,45168,33.0,3.0,False
13542,29569,35.0,1.0,False
13543,45151,35.0,1.0,False
13544,29579,35.0,1.0,False
13545,29585,35.0,1.0,False
13546,18684,34.0,2.0,False
13547,18628,35.0,1.0,False
13548,45139,33.0,3.0,False
13549,36671,36.0,0.0,1.0
13550,29612,35.0,1.0,False
13551,29628,35.0,1.0,False
13552,45079,35.0,1.0,False
13553,44909,35.0,1.0,False
13554,48840,35.0,1.0,False
13555,44509,35.0,1.0,False
13556,44618,35.0,1.0,False
13557,8452,34.0,2.0,False
13558,44674,36.0,0.0,1.0
13559,34753,35.0,1.0,False
13560,44668,34.0,2.0,False
13561,49143,34.0,2.0,False
13562,44645,35.0,1.0,False
13563,44637,34.0,2.0,False
13564,29872,36.0,0.0,1.0
13565,44604,36.0,0.0,1.0
13566,19387,36.0,0.0,1.0
13567,44592,33.0,3.0,False
13568,8374,35.0,1.0,False
13569,19142,36.0,0.0,1.0
13570,64929,34.0,2.0,False
13571,58597,34.0,2.0,False
13572,44530,34.0,2.0,False
13573,44526,35.0,1.0,False
13574,8314,35.0,1.0,False
13575,8454,35.0,1.0,False
13576,44691,36.0,0.0,1.0
13577,29840,35.0,1.0,False
13578,44710,36.0,0.0,1.0
13579,44900,34.0,2.0,False
13580,55956,33.0,3.0,False
13581,44874,36.0,0.0,1.0
13582,29746,33.0,3.0,False
13583,36685,36.0,0.0,1.0
13584,8560,35.0,1.0,False
13585,8557,36.0,0.0,1.0
13586,29765,34.0,2.0,False
13587,8533,34.0,2.0,False
13588,48727,36.0,0.0,1.0
13589,44760,35.0,1.0,False
13590,8511,35.0,1.0,False
13591,29805,35.0,1.0,False
13592,29813,34.0,2.0,False
13593,29815,35.0,1.0,False
13594,44730,36.0,0.0,1.0
13595,8475,36.0,0.0,1.0
13596,28589,35.0,1.0,False
13597,46866,34.0,2.0,False
13598,46868,35.0,1.0,False
13599,27473,35.0,1.0,False
13600,11687,36.0,0.0,1.0
13601,27422,36.0,0.0,1.0
13602,11654,36.0,0.0,1.0
13603,48871,36.0,0.0,1.0
13604,48864,36.0,0.0,1.0
13605,36482,36.0,0.0,1.0
13606,27467,36.0,0.0,1.0
13607,27471,36.0,0.0,1.0
13608,48828,34.0,2.0,False
13609,48716,35.0,1.0,False
13610,48798,33.0,3.0,False
13611,48781,35.0,1.0,False
13612,11576,36.0,0.0,1.0
13613,44056,35.0,1.0,False
13614,11564,34.0,2.0,False
13615,48767,33.0,3.0,False
13616,11553,34.0,2.0,False
13617,27506,36.0,0.0,1.0
13618,11688,35.0,1.0,False
13619,11692,35.0,1.0,False
13620,48952,36.0,0.0,1.0
13621,44849,35.0,1.0,False
13622,49068,35.0,1.0,False
13623,36470,35.0,1.0,False
13624,49054,33.0,3.0,False
13625,26814,33.0,3.0,False
13626,27364,35.0,1.0,False
13627,11750,35.0,1.0,False
13628,27366,35.0,1.0,False
13629,15151,35.0,1.0,False
13630,27370,34.0,2.0,False
13631,11734,32.0,4.0,False
13632,27391,36.0,0.0,1.0
13633,48996,36.0,0.0,1.0
13634,11722,33.0,3.0,False
13635,48991,35.0,1.0,False
13636,48983,32.0,4.0,False
13637,48974,34.0,2.0,False
13638,27403,35.0,1.0,False
13639,27516,33.0,3.0,False
13640,27526,36.0,0.0,1.0
13641,49086,35.0,1.0,False
13642,48344,34.0,2.0,False
13643,44317,35.0,1.0,False
13644,48498,33.0,3.0,False
13645,48493,35.0,1.0,False
13646,11351,33.0,3.0,False
13647,15631,33.0,3.0,False
13648,27715,34.0,2.0,False
13649,48396,35.0,1.0,False
13650,48351,35.0,1.0,False
13651,27749,36.0,0.0,1.0
13652,48692,35.0,1.0,False
13653,11251,35.0,1.0,False
13654,11242,34.0,2.0,False
13655,48307,34.0,2.0,False
13656,48287,36.0,0.0,1.0
13657,11202,36.0,0.0,1.0
13658,27788,36.0,0.0,1.0
13659,11197,36.0,0.0,1.0
13660,11193,35.0,1.0,False
13661,27629,33.0,3.0,False
13662,48529,34.0,2.0,False
13663,15730,36.0,0.0,1.0
13664,27623,36.0,0.0,1.0
13665,48682,35.0,1.0,False
13666,11495,34.0,2.0,False
13667,48663,36.0,0.0,1.0
13668,27556,36.0,0.0,1.0
13669,48647,36.0,0.0,1.0
13670,11473,35.0,1.0,False
13671,48640,34.0,2.0,False
13672,48604,35.0,1.0,False
13673,48597,35.0,1.0,False
13674,11433,35.0,1.0,False
13675,11430,36.0,0.0,1.0
13676,11428,34.0,2.0,False
13677,11425,33.0,3.0,False
13678,27600,36.0,0.0,1.0
13679,11417,36.0,0.0,1.0
13680,48541,35.0,1.0,False
13681,11386,35.0,1.0,False
13682,49072,34.0,2.0,False
13683,11788,36.0,0.0,1.0
13684,28574,34.0,2.0,False
13685,12123,35.0,1.0,False
13686,12165,32.0,4.0,False
13687,49614,33.0,3.0,False
13688,12162,35.0,1.0,False
13689,49611,35.0,1.0,False
13690,27051,36.0,0.0,1.0
13691,49587,36.0,0.0,1.0
13692,43380,33.0,3.0,False
13693,49575,35.0,1.0,False
13694,12122,34.0,2.0,False
13695,27130,34.0,2.0,False
13696,12117,36.0,0.0,1.0
13697,49545,27.0,9.0,False
13698,49532,35.0,1.0,False
13699,27085,35.0,1.0,False
13700,12094,36.0,0.0,1.0
13701,27102,36.0,0.0,1.0
13702,49483,34.0,2.0,False
13703,12077,33.0,3.0,False
13704,27027,35.0,1.0,False
13705,49627,36.0,0.0,1.0
13706,12200,35.0,1.0,False
13707,14782,36.0,0.0,1.0
13708,49861,36.0,0.0,1.0
13709,49858,36.0,0.0,1.0
13710,36400,36.0,0.0,1.0
13711,49852,33.0,3.0,False
13712,49835,36.0,0.0,1.0
13713,23343,35.0,1.0,False
13714,49810,36.0,0.0,1.0
13715,49786,33.0,3.0,False
13716,12282,35.0,1.0,False
13717,49778,36.0,0.0,1.0
13718,12268,36.0,0.0,1.0
13719,12261,35.0,1.0,False
13720,12253,34.0,2.0,False
13721,43411,34.0,2.0,False
13722,49698,36.0,0.0,1.0
13723,49686,35.0,1.0,False
