,dsport,normal,abnormal,excluded
3497,62614,17.0,0.0,1.0
3498,30035,17.0,0.0,1.0
3499,60017,15.0,2.0,False
3500,17588,17.0,0.0,1.0
3501,26120,17.0,0.0,1.0
3502,18616,17.0,0.0,1.0
3503,20230,17.0,0.0,1.0
3504,23129,17.0,0.0,1.0
3505,60983,17.0,0.0,1.0
3506,23128,17.0,0.0,1.0
3507,13980,17.0,0.0,1.0
3508,26258,17.0,0.0,1.0
3509,27076,17.0,0.0,1.0
3510,17285,17.0,0.0,1.0
3511,20209,17.0,0.0,1.0
3512,62255,16.0,1.0,False
3513,20203,17.0,0.0,1.0
3514,60073,17.0,0.0,1.0
3515,13999,17.0,0.0,1.0
3516,14502,17.0,0.0,1.0
3517,64795,17.0,0.0,1.0
3518,20186,17.0,0.0,1.0
3519,26320,17.0,0.0,1.0
3520,26466,17.0,0.0,1.0
3521,15542,17.0,0.0,1.0
3522,26486,17.0,0.0,1.0
3523,64037,17.0,0.0,1.0
3524,26644,17.0,0.0,1.0
3525,29322,17.0,0.0,1.0
3526,29330,17.0,0.0,1.0
3527,19497,17.0,0.0,1.0
3528,19529,17.0,0.0,1.0
3529,29346,17.0,0.0,1.0
3530,17415,17.0,0.0,1.0
3531,26494,17.0,0.0,1.0
3532,65115,17.0,0.0,1.0
3533,14366,17.0,0.0,1.0
3534,26822,17.0,0.0,1.0
3535,64162,17.0,0.0,1.0
3536,61121,17.0,0.0,1.0
3537,15466,17.0,0.0,1.0
3538,62871,17.0,0.0,1.0
3539,61110,17.0,0.0,1.0
3540,18814,17.0,0.0,1.0
3541,14283,17.0,0.0,1.0
3542,26656,17.0,0.0,1.0
3543,64754,17.0,0.0,1.0
3544,29312,17.0,0.0,1.0
3545,29281,17.0,0.0,1.0
3546,14298,17.0,0.0,1.0
3547,22888,17.0,0.0,1.0
3548,15413,17.0,0.0,1.0
3549,22080,17.0,0.0,1.0
3550,20859,17.0,0.0,1.0
3551,29185,17.0,0.0,1.0
3552,15415,17.0,0.0,1.0
3553,64745,17.0,0.0,1.0
3554,29206,17.0,0.0,1.0
3555,26828,17.0,0.0,1.0
3556,26839,17.0,0.0,1.0
3557,14208,17.0,0.0,1.0
3558,20128,17.0,0.0,1.0
3559,60176,17.0,0.0,1.0
3560,65091,17.0,0.0,1.0
3561,26498,17.0,0.0,1.0
3562,15531,17.0,0.0,1.0
3563,19630,17.0,0.0,1.0
3564,22153,17.0,0.0,1.0
3565,26507,17.0,0.0,1.0
3566,17335,17.0,0.0,1.0
3567,15517,17.0,0.0,1.0
3568,21157,17.0,0.0,1.0
3569,18048,17.0,0.0,1.0
3570,19592,17.0,0.0,1.0
3571,26885,17.0,0.0,1.0
3572,29016,17.0,0.0,1.0
3573,14160,17.0,0.0,1.0
3574,29473,17.0,0.0,1.0
3575,18581,17.0,0.0,1.0
3576,61131,17.0,0.0,1.0
3577,14165,17.0,0.0,1.0
3578,29542,17.0,0.0,1.0
3579,62298,17.0,0.0,1.0
3580,14185,17.0,0.0,1.0
3581,29527,17.0,0.0,1.0
3582,63769,17.0,0.0,1.0
3583,20107,17.0,0.0,1.0
3584,26865,17.0,0.0,1.0
3585,15485,17.0,0.0,1.0
3586,14400,17.0,0.0,1.0
3587,26864,17.0,0.0,1.0
3588,26595,17.0,0.0,1.0
3589,14524,17.0,0.0,1.0
3590,13927,17.0,0.0,1.0
3591,63165,17.0,0.0,1.0
3592,13704,17.0,0.0,1.0
3593,65331,15.0,2.0,False
3594,28529,17.0,0.0,1.0
3595,59847,17.0,0.0,1.0
3596,15212,17.0,0.0,1.0
3597,20812,17.0,0.0,1.0
3598,62830,17.0,0.0,1.0
3599,25518,17.0,0.0,1.0
3600,17811,16.0,1.0,False
3601,16019,17.0,0.0,1.0
3602,25511,17.0,0.0,1.0
3603,16044,17.0,0.0,1.0
3604,15206,17.0,0.0,1.0
3605,30719,17.0,0.0,1.0
3606,28498,17.0,0.0,1.0
3607,28530,17.0,0.0,1.0
3608,20319,17.0,0.0,1.0
3609,62536,17.0,0.0,1.0
3610,17180,17.0,0.0,1.0
3611,21882,17.0,0.0,1.0
3612,27259,17.0,0.0,1.0
3613,14637,17.0,0.0,1.0
3614,28566,17.0,0.0,1.0
3615,23224,17.0,0.0,1.0
3616,14608,17.0,0.0,1.0
3617,15962,17.0,0.0,1.0
3618,25676,17.0,0.0,1.0
3619,21033,17.0,0.0,1.0
3620,25690,17.0,0.0,1.0
3621,25707,17.0,0.0,1.0
3622,13730,17.0,0.0,1.0
3623,20820,17.0,0.0,1.0
3624,30726,17.0,0.0,1.0
3625,25415,17.0,0.0,1.0
3626,13924,17.0,0.0,1.0
3627,20751,17.0,0.0,1.0
3628,30874,17.0,0.0,1.0
3629,61540,17.0,0.0,1.0
3630,17818,17.0,0.0,1.0
3631,59780,17.0,0.0,1.0
3632,27285,17.0,0.0,1.0
3633,59778,17.0,0.0,1.0
3634,16165,17.0,0.0,1.0
3635,18226,17.0,0.0,1.0
3636,14696,17.0,0.0,1.0
3637,27296,17.0,0.0,1.0
3638,25234,17.0,0.0,1.0
3639,23451,17.0,0.0,1.0
3640,18163,17.0,0.0,1.0
3641,4481,17.0,0.0,1.0
3642,16126,17.0,0.0,1.0
3643,25340,17.0,0.0,1.0
3644,20332,17.0,0.0,1.0
3645,65359,15.0,2.0,False
3646,27284,17.0,0.0,1.0
3647,65357,17.0,0.0,1.0
3648,20328,17.0,0.0,1.0
3649,64005,17.0,0.0,1.0
3650,28419,17.0,0.0,1.0
3651,15191,17.0,0.0,1.0
3652,61509,17.0,0.0,1.0
3653,16095,17.0,0.0,1.0
3654,25378,17.0,0.0,1.0
3655,62371,17.0,0.0,1.0
3656,18573,17.0,0.0,1.0
3657,27266,17.0,0.0,1.0
3658,32463,17.0,0.0,1.0
3659,28591,17.0,0.0,1.0
3660,62635,17.0,0.0,1.0
3661,23218,17.0,0.0,1.0
3662,20849,17.0,0.0,1.0
3663,30275,17.0,0.0,1.0
3664,20250,17.0,0.0,1.0
3665,30283,17.0,0.0,1.0
3666,27133,17.0,0.0,1.0
3667,15258,17.0,0.0,1.0
3668,25908,17.0,0.0,1.0
3669,19307,17.0,0.0,1.0
3670,13740,17.0,0.0,1.0
3671,30348,17.0,0.0,1.0
3672,25907,17.0,0.0,1.0
3673,25903,17.0,0.0,1.0
3674,15251,17.0,0.0,1.0
3675,20844,17.0,0.0,1.0
3676,25889,17.0,0.0,1.0
3677,28710,17.0,0.0,1.0
3678,15278,17.0,0.0,1.0
3679,26004,16.0,1.0,False
3680,15819,17.0,0.0,1.0
3681,19322,17.0,0.0,1.0
3682,15283,17.0,0.0,1.0
3683,26025,17.0,0.0,1.0
3684,59990,17.0,0.0,1.0
3685,62860,17.0,0.0,1.0
3686,20249,17.0,0.0,1.0
3687,15796,17.0,0.0,1.0
3688,64635,17.0,0.0,1.0
3689,60001,17.0,0.0,1.0
3690,13917,17.0,0.0,1.0
3691,18869,17.0,0.0,1.0
3692,63384,17.0,0.0,1.0
3693,30152,17.0,0.0,1.0
3694,13827,17.0,0.0,1.0
3695,28669,17.0,0.0,1.0
3696,25881,17.0,0.0,1.0
3697,23199,17.0,0.0,1.0
3698,25728,17.0,0.0,1.0
3699,20301,17.0,0.0,1.0
3700,60508,17.0,0.0,1.0
3701,30593,17.0,0.0,1.0
3702,18742,17.0,0.0,1.0
3703,19300,10.0,7.0,False
3704,15223,17.0,0.0,1.0
3705,18749,17.0,0.0,1.0
3706,20831,17.0,0.0,1.0
3707,30560,17.0,0.0,1.0
3708,28597,16.0,1.0,False
3709,59886,17.0,0.0,1.0
3710,61389,17.0,0.0,1.0
3711,28634,16.0,1.0,False
3712,13773,17.0,0.0,1.0
3713,65296,17.0,0.0,1.0
3714,25810,17.0,0.0,1.0
3715,22770,17.0,0.0,1.0
3716,62236,15.0,2.0,False
3717,30523,17.0,0.0,1.0
3718,28640,17.0,0.0,1.0
3719,25874,17.0,0.0,1.0
3720,13801,17.0,0.0,1.0
3721,63900,14.0,3.0,False
3722,62623,17.0,0.0,1.0
3723,25878,17.0,0.0,1.0
3724,15887,17.0,0.0,1.0
3725,27188,17.0,0.0,1.0
3726,4518,17.0,0.0,1.0
3727,28649,17.0,0.0,1.0
3728,17816,17.0,0.0,1.0
3729,57278,17.0,0.0,1.0
3730,10588,17.0,0.0,1.0
3731,6066,17.0,0.0,1.0
3732,55936,15.0,2.0,False
3733,6096,17.0,0.0,1.0
3734,49581,17.0,0.0,1.0
3735,43273,17.0,0.0,1.0
3736,54787,17.0,0.0,1.0
3737,47044,17.0,0.0,1.0
3738,51251,17.0,0.0,1.0
3739,38219,17.0,0.0,1.0
3740,10745,17.0,0.0,1.0
3741,6106,10.0,7.0,False
3742,57490,16.0,1.0,False
3743,47103,17.0,0.0,1.0
3744,10693,17.0,0.0,1.0
3745,43143,17.0,0.0,1.0
3746,6124,17.0,0.0,1.0
3747,57464,17.0,0.0,1.0
3748,38390,17.0,0.0,1.0
3749,38411,17.0,0.0,1.0
3750,47116,17.0,0.0,1.0
3751,57454,15.0,2.0,False
3752,6129,11.0,6.0,False
3753,3211,17.0,0.0,1.0
3754,38170,17.0,0.0,1.0
3755,8835,17.0,0.0,1.0
3756,38163,17.0,0.0,1.0
3757,57603,17.0,0.0,1.0
3758,37980,17.0,0.0,1.0
3759,38004,17.0,0.0,1.0
3760,1716,17.0,0.0,1.0
3761,53968,17.0,0.0,1.0
3762,38016,17.0,0.0,1.0
3763,38024,17.0,0.0,1.0
3764,1730,17.0,0.0,1.0
3765,46951,17.0,0.0,1.0
3766,10888,17.0,0.0,1.0
3767,38035,17.0,0.0,1.0
3768,57575,17.0,0.0,1.0
3769,57574,17.0,0.0,1.0
3770,43360,17.0,0.0,1.0
3771,46963,17.0,0.0,1.0
3772,38096,17.0,0.0,1.0
3773,6057,17.0,0.0,1.0
3774,43317,17.0,0.0,1.0
3775,38117,17.0,0.0,1.0
3776,46968,17.0,0.0,1.0
3777,1750,17.0,0.0,1.0
3778,1786,17.0,0.0,1.0
3779,1801,17.0,0.0,1.0
3780,7139,17.0,0.0,1.0
3781,10451,17.0,0.0,1.0
3782,49249,17.0,0.0,1.0
3783,54714,17.0,0.0,1.0
3784,38959,17.0,0.0,1.0
3785,56040,17.0,0.0,1.0
3786,10433,17.0,0.0,1.0
3787,6224,17.0,0.0,1.0
3788,39008,17.0,0.0,1.0
3789,8879,17.0,0.0,1.0
3790,21525,17.0,0.0,1.0
3791,39029,17.0,0.0,1.0
3792,57235,17.0,0.0,1.0
3793,56054,17.0,0.0,1.0
3794,8899,10.0,7.0,False
3795,42890,17.0,0.0,1.0
3796,49155,16.0,1.0,False
3797,6258,17.0,0.0,1.0
3798,39118,17.0,0.0,1.0
3799,1887,17.0,0.0,1.0
3800,57221,17.0,0.0,1.0
3801,56066,17.0,0.0,1.0
3802,54708,17.0,0.0,1.0
3803,49255,17.0,0.0,1.0
3804,10459,17.0,0.0,1.0
3805,38506,17.0,0.0,1.0
3806,49272,16.0,1.0,False
3807,10612,17.0,0.0,1.0
3808,1810,17.0,0.0,1.0
3809,38522,17.0,0.0,1.0
3810,6143,17.0,0.0,1.0
3811,49437,17.0,0.0,1.0
3812,38610,17.0,0.0,1.0
3813,43089,17.0,0.0,1.0
3814,38612,17.0,0.0,1.0
3815,43077,17.0,0.0,1.0
3816,43063,17.0,0.0,1.0
3817,1836,17.0,0.0,1.0
3818,49393,15.0,2.0,False
3819,54053,17.0,0.0,1.0
3820,38754,17.0,0.0,1.0
3821,49389,17.0,0.0,1.0
3822,47153,17.0,0.0,1.0
3823,49351,17.0,0.0,1.0
3824,3145,17.0,0.0,1.0
3825,38881,17.0,0.0,1.0
3826,1863,17.0,0.0,1.0
3827,38908,17.0,0.0,1.0
3828,57604,17.0,0.0,1.0
3829,8754,17.0,0.0,1.0
3830,36676,17.0,0.0,1.0
3831,37040,17.0,0.0,1.0
3832,54528,17.0,0.0,1.0
3833,2256,17.0,0.0,1.0
3834,37098,17.0,0.0,1.0
3835,37103,17.0,0.0,1.0
3836,50164,17.0,0.0,1.0
3837,43674,17.0,0.0,1.0
3838,4123,17.0,0.0,1.0
3839,37115,17.0,0.0,1.0
3840,50154,17.0,0.0,1.0
3841,37156,16.0,1.0,False
3842,5846,17.0,0.0,1.0
3843,37158,17.0,0.0,1.0
3844,50151,15.0,2.0,False
3845,24255,17.0,0.0,1.0
3846,50135,17.0,0.0,1.0
3847,1550,17.0,0.0,1.0
3848,53816,17.0,0.0,1.0
3849,16293,17.0,0.0,1.0
3850,54841,17.0,0.0,1.0
3851,37368,17.0,0.0,1.0
3852,54829,17.0,0.0,1.0
3853,11278,17.0,0.0,1.0
3854,50191,17.0,0.0,1.0
3855,37387,17.0,0.0,1.0
3856,11326,17.0,0.0,1.0
3857,36746,17.0,0.0,1.0
3858,50331,17.0,0.0,1.0
3859,8561,17.0,0.0,1.0
3860,50296,17.0,0.0,1.0
3861,36771,17.0,0.0,1.0
3862,36784,17.0,0.0,1.0
3863,57993,17.0,0.0,1.0
3864,1507,17.0,0.0,1.0
3865,50268,17.0,0.0,1.0
3866,50260,17.0,0.0,1.0
3867,1514,17.0,0.0,1.0
3868,36874,17.0,0.0,1.0
3869,5797,17.0,0.0,1.0
3870,57964,17.0,0.0,1.0
3871,34267,17.0,0.0,1.0
3872,7247,16.0,1.0,False
3873,36942,17.0,0.0,1.0
3874,54891,17.0,0.0,1.0
3875,43705,17.0,0.0,1.0
3876,37001,17.0,0.0,1.0
3877,43689,17.0,0.0,1.0
3878,7166,17.0,0.0,1.0
3879,5878,17.0,0.0,1.0
3880,55909,17.0,0.0,1.0
3881,49895,17.0,0.0,1.0
3882,53886,17.0,0.0,1.0
3883,37771,17.0,0.0,1.0
3884,2632,17.0,0.0,1.0
3885,43482,17.0,0.0,1.0
3886,2240,17.0,0.0,1.0
3887,1673,17.0,0.0,1.0
3888,1674,17.0,0.0,1.0
3889,5986,17.0,0.0,1.0
3890,49795,17.0,0.0,1.0
3891,1686,17.0,0.0,1.0
3892,55903,17.0,0.0,1.0
3893,1694,17.0,0.0,1.0
3894,43395,17.0,0.0,1.0
3895,57646,17.0,0.0,1.0
3896,49702,17.0,0.0,1.0
3897,37878,17.0,0.0,1.0
3898,49695,17.0,0.0,1.0
3899,1700,17.0,0.0,1.0
3900,37931,17.0,0.0,1.0
3901,37943,17.0,0.0,1.0
3902,57613,17.0,0.0,1.0
3903,43497,17.0,0.0,1.0
3904,37762,17.0,0.0,1.0
3905,8637,17.0,0.0,1.0
3906,57703,17.0,0.0,1.0
3907,37482,17.0,0.0,1.0
3908,57784,17.0,0.0,1.0
3909,1600,17.0,0.0,1.0
3910,1601,17.0,0.0,1.0
3911,49984,17.0,0.0,1.0
3912,1608,17.0,0.0,1.0
3913,55861,15.0,2.0,False
3914,1621,17.0,0.0,1.0
3915,49968,17.0,0.0,1.0
3916,5918,17.0,0.0,1.0
3917,5921,16.0,1.0,False
3918,57739,15.0,2.0,False
3919,1630,11.0,6.0,False
3920,37634,17.0,0.0,1.0
3921,11100,17.0,0.0,1.0
3922,53863,17.0,0.0,1.0
3923,37666,17.0,0.0,1.0
3924,8644,17.0,0.0,1.0
3925,11088,17.0,0.0,1.0
3926,8657,17.0,0.0,1.0
3927,53872,17.0,0.0,1.0
3928,39146,17.0,0.0,1.0
3929,56072,17.0,0.0,1.0
3930,39177,17.0,0.0,1.0
3931,40927,17.0,0.0,1.0
3932,40970,17.0,0.0,1.0
3933,40999,17.0,0.0,1.0
3934,48454,17.0,0.0,1.0
3935,41000,17.0,0.0,1.0
3936,9687,17.0,0.0,1.0
3937,47810,17.0,0.0,1.0
3938,9683,17.0,0.0,1.0
3939,48382,17.0,0.0,1.0
3940,9670,17.0,0.0,1.0
3941,4183,17.0,0.0,1.0
3942,56205,17.0,0.0,1.0
3943,9660,17.0,0.0,1.0
3944,42416,17.0,0.0,1.0
3945,42411,17.0,0.0,1.0
3946,42320,17.0,0.0,1.0
3947,2087,17.0,0.0,1.0
3948,48314,17.0,0.0,1.0
3949,6603,16.0,1.0,False
3950,41173,17.0,0.0,1.0
3951,41174,17.0,0.0,1.0
3952,48308,17.0,0.0,1.0
3953,56661,17.0,0.0,1.0
3954,56675,17.0,0.0,1.0
3955,56590,15.0,2.0,False
3956,42457,17.0,0.0,1.0
3957,40434,17.0,0.0,1.0
3958,47590,17.0,0.0,1.0
3959,56810,17.0,0.0,1.0
3960,56179,15.0,2.0,False
3961,42504,17.0,0.0,1.0
3962,56186,17.0,0.0,1.0
3963,56773,15.0,2.0,False
3964,47712,17.0,0.0,1.0
3965,9102,17.0,0.0,1.0
3966,4583,17.0,0.0,1.0
3967,40745,16.0,1.0,False
3968,6493,17.0,0.0,1.0
3969,56710,17.0,0.0,1.0
3970,40796,17.0,0.0,1.0
3971,48493,17.0,0.0,1.0
3972,9745,17.0,0.0,1.0
3973,40798,17.0,0.0,1.0
3974,14049,17.0,0.0,1.0
3975,9725,16.0,1.0,False
3976,40888,17.0,0.0,1.0
3977,6561,17.0,0.0,1.0
3978,6612,17.0,0.0,1.0
3979,48242,17.0,0.0,1.0
3980,39184,16.0,1.0,False
3981,41646,17.0,0.0,1.0
3982,41748,17.0,0.0,1.0
3983,41759,17.0,0.0,1.0
3984,9321,17.0,0.0,1.0
3985,54543,17.0,0.0,1.0
3986,48102,17.0,0.0,1.0
3987,48075,17.0,0.0,1.0
3988,6721,17.0,0.0,1.0
3989,9313,17.0,0.0,1.0
3990,41797,17.0,0.0,1.0
3991,48068,17.0,0.0,1.0
3992,48051,17.0,0.0,1.0
3993,2125,17.0,0.0,1.0
3994,41850,17.0,0.0,1.0
3995,48039,17.0,0.0,1.0
3996,41901,17.0,0.0,1.0
3997,15092,17.0,0.0,1.0
3998,47977,16.0,1.0,False
3999,3993,17.0,0.0,1.0
4000,54533,17.0,0.0,1.0
4001,41996,17.0,0.0,1.0
4002,56347,17.0,0.0,1.0
4003,42064,17.0,0.0,1.0
4004,42076,17.0,0.0,1.0
4005,41193,17.0,0.0,1.0
4006,42097,17.0,0.0,1.0
4007,42302,17.0,0.0,1.0
4008,3995,17.0,0.0,1.0
4009,41223,17.0,0.0,1.0
4010,54445,17.0,0.0,1.0
4011,9170,17.0,0.0,1.0
4012,2148,10.0,7.0,False
4013,48176,17.0,0.0,1.0
4014,9485,17.0,0.0,1.0
4015,2105,17.0,0.0,1.0
4016,48162,17.0,0.0,1.0
4017,47863,17.0,0.0,1.0
4018,9200,17.0,0.0,1.0
4019,41531,17.0,0.0,1.0
4020,42219,17.0,0.0,1.0
4021,47870,17.0,0.0,1.0
4022,2110,17.0,0.0,1.0
4023,9386,17.0,0.0,1.0
4024,9379,17.0,0.0,1.0
4025,9221,17.0,0.0,1.0
4026,56453,17.0,0.0,1.0
4027,41623,17.0,0.0,1.0
4028,9062,17.0,0.0,1.0
4029,48654,17.0,0.0,1.0
4030,47537,17.0,0.0,1.0
4031,42710,17.0,0.0,1.0
4032,48961,17.0,0.0,1.0
4033,48936,17.0,0.0,1.0
4034,39481,17.0,0.0,1.0
4035,10200,17.0,0.0,1.0
4036,54195,17.0,0.0,1.0
4037,1954,17.0,0.0,1.0
4038,39533,17.0,0.0,1.0
4039,48912,17.0,0.0,1.0
4040,48903,17.0,0.0,1.0
4041,1966,17.0,0.0,1.0
4042,1967,17.0,0.0,1.0
4043,42706,17.0,0.0,1.0
4044,6338,17.0,0.0,1.0
4045,42702,17.0,0.0,1.0
4046,39628,17.0,0.0,1.0
4047,39661,16.0,1.0,False
4048,57054,17.0,0.0,1.0
4049,48846,17.0,0.0,1.0
4050,54684,17.0,0.0,1.0
4051,48826,16.0,1.0,False
4052,1985,17.0,0.0,1.0
4053,10211,17.0,0.0,1.0
4054,54686,16.0,1.0,False
4055,9860,17.0,0.0,1.0
4056,10217,17.0,0.0,1.0
4057,1897,17.0,0.0,1.0
4058,10338,17.0,0.0,1.0
4059,56084,15.0,2.0,False
4060,39223,17.0,0.0,1.0
4061,39244,17.0,0.0,1.0
4062,1905,17.0,0.0,1.0
4063,10315,17.0,0.0,1.0
4064,10307,17.0,0.0,1.0
4065,10306,17.0,0.0,1.0
4066,39329,17.0,0.0,1.0
4067,1909,17.0,0.0,1.0
4068,10250,17.0,0.0,1.0
4069,10247,17.0,0.0,1.0
4070,39371,17.0,0.0,1.0
4071,49048,15.0,2.0,False
4072,8930,17.0,0.0,1.0
4073,49000,17.0,0.0,1.0
4074,514,0.0,17.0,False
4075,1936,17.0,0.0,1.0
4076,39443,17.0,0.0,1.0
4077,47344,17.0,0.0,1.0
4078,56117,17.0,0.0,1.0
4079,39769,17.0,0.0,1.0
4080,39789,17.0,0.0,1.0
4081,54681,17.0,0.0,1.0
4082,48780,17.0,0.0,1.0
4083,40207,17.0,0.0,1.0
4084,48711,17.0,0.0,1.0
4085,40243,17.0,0.0,1.0
4086,40249,17.0,0.0,1.0
4087,40305,17.0,0.0,1.0
4088,48692,17.0,0.0,1.0
4089,47458,17.0,0.0,1.0
4090,40307,17.0,0.0,1.0
4091,9053,17.0,0.0,1.0
4092,2039,17.0,0.0,1.0
4093,2044,17.0,0.0,1.0
4094,9900,17.0,0.0,1.0
4095,9891,17.0,0.0,1.0
4096,6922,17.0,0.0,1.0
4097,40341,17.0,0.0,1.0
4098,56166,16.0,1.0,False
4099,2046,17.0,0.0,1.0
4100,40368,17.0,0.0,1.0
4101,40385,17.0,0.0,1.0
4102,9868,17.0,0.0,1.0
4103,40157,17.0,0.0,1.0
4104,40155,17.0,0.0,1.0
4105,42599,17.0,0.0,1.0
4106,2004,17.0,0.0,1.0
4107,54680,16.0,1.0,False
4108,8991,17.0,0.0,1.0
4109,1993,17.0,0.0,1.0
4110,39868,17.0,0.0,1.0
4111,56988,17.0,0.0,1.0
4112,48806,17.0,0.0,1.0
4113,39949,17.0,0.0,1.0
4114,39960,17.0,0.0,1.0
4115,1994,17.0,0.0,1.0
4116,10019,17.0,0.0,1.0
4117,48782,17.0,0.0,1.0
4118,10004,17.0,0.0,1.0
4119,2011,17.0,0.0,1.0
4120,6967,17.0,0.0,1.0
4121,48795,17.0,0.0,1.0
4122,40004,17.0,0.0,1.0
4123,40040,17.0,0.0,1.0
4124,42603,17.0,0.0,1.0
4125,2021,17.0,0.0,1.0
4126,56917,16.0,1.0,False
4127,43765,17.0,0.0,1.0
4128,37081,17.0,0.0,1.0
4129,41958,17.0,0.0,1.0
4130,51545,17.0,0.0,1.0
4131,34433,16.0,1.0,False
4132,55536,17.0,0.0,1.0
4133,1209,17.0,0.0,1.0
4134,44985,17.0,0.0,1.0
4135,12234,17.0,0.0,1.0
4136,59176,16.0,1.0,False
4137,51554,17.0,0.0,1.0
4138,8189,17.0,0.0,1.0
4139,44576,17.0,0.0,1.0
4140,32960,17.0,0.0,1.0
4141,1495,17.0,0.0,1.0
4142,53389,17.0,0.0,1.0
4143,1223,17.0,0.0,1.0
4144,45621,17.0,0.0,1.0
4145,1233,17.0,0.0,1.0
4146,12197,17.0,0.0,1.0
4147,52428,17.0,0.0,1.0
4148,34573,16.0,1.0,False
4149,34420,17.0,0.0,1.0
4150,34395,17.0,0.0,1.0
4151,12186,17.0,0.0,1.0
4152,33012,17.0,0.0,1.0
4153,58801,17.0,0.0,1.0
4154,12327,17.0,0.0,1.0
4155,7623,17.0,0.0,1.0
4156,7608,17.0,0.0,1.0
4157,7746,17.0,0.0,1.0
4158,34173,17.0,0.0,1.0
4159,12309,17.0,0.0,1.0
4160,34214,17.0,0.0,1.0
4161,51674,15.0,2.0,False
4162,51623,13.0,4.0,False
4163,34240,17.0,0.0,1.0
4164,52376,17.0,0.0,1.0
4165,45970,17.0,0.0,1.0
4166,44641,17.0,0.0,1.0
4167,51626,17.0,0.0,1.0
4168,34321,17.0,0.0,1.0
4169,1199,17.0,0.0,1.0
4170,59169,17.0,0.0,1.0
4171,51462,17.0,0.0,1.0
4172,32877,17.0,0.0,1.0
4173,51758,16.0,1.0,False
4174,44483,17.0,0.0,1.0
4175,35035,17.0,0.0,1.0
4176,51345,17.0,0.0,1.0
4177,28526,17.0,0.0,1.0
4178,1040,17.0,0.0,1.0
4179,53070,17.0,0.0,1.0
4180,55563,17.0,0.0,1.0
4181,51315,17.0,0.0,1.0
4182,51313,17.0,0.0,1.0
4183,12020,17.0,0.0,1.0
4184,44542,17.0,0.0,1.0
4185,7508,17.0,0.0,1.0
4186,55237,17.0,0.0,1.0
4187,58513,17.0,0.0,1.0
4188,55569,17.0,0.0,1.0
4189,35227,17.0,0.0,1.0
4190,35235,17.0,0.0,1.0
4191,35244,17.0,0.0,1.0
4192,46169,17.0,0.0,1.0
4193,35023,17.0,0.0,1.0
4194,34979,17.0,0.0,1.0
4195,9069,17.0,0.0,1.0
4196,12965,17.0,0.0,1.0
4197,34658,17.0,0.0,1.0
4198,34665,17.0,0.0,1.0
4199,12175,10.0,7.0,False
4200,34666,17.0,0.0,1.0
4201,5400,17.0,0.0,1.0
4202,1242,17.0,0.0,1.0
4203,3543,16.0,1.0,False
4204,34769,17.0,0.0,1.0
4205,12123,17.0,0.0,1.0
4206,7937,10.0,7.0,False
4207,8205,17.0,0.0,1.0
4208,53422,17.0,0.0,1.0
4209,1261,17.0,0.0,1.0
4210,60456,17.0,0.0,1.0
4211,2385,17.0,0.0,1.0
4212,1276,17.0,0.0,1.0
4213,34923,17.0,0.0,1.0
4214,46083,17.0,0.0,1.0
4215,1171,17.0,0.0,1.0
4216,8109,17.0,0.0,1.0
4217,51275,17.0,0.0,1.0
4218,1092,17.0,0.0,1.0
4219,5221,17.0,0.0,1.0
4220,8035,17.0,0.0,1.0
4221,53163,17.0,0.0,1.0
4222,55442,15.0,2.0,False
4223,33574,17.0,0.0,1.0
4224,53225,17.0,0.0,1.0
4225,53226,17.0,0.0,1.0
4226,33589,17.0,0.0,1.0
4227,1090,17.0,0.0,1.0
4228,59021,17.0,0.0,1.0
4229,33598,17.0,0.0,1.0
4230,12636,17.0,0.0,1.0
4231,51961,17.0,0.0,1.0
4232,8001,10.0,7.0,False
4233,58985,17.0,0.0,1.0
4234,45748,17.0,0.0,1.0
4235,58973,17.0,0.0,1.0
4236,12620,17.0,0.0,1.0
4237,44910,17.0,0.0,1.0
4238,1127,17.0,0.0,1.0
4239,33650,17.0,0.0,1.0
4240,59055,17.0,0.0,1.0
4241,8017,16.0,1.0,False
4242,52158,17.0,0.0,1.0
4243,33191,17.0,0.0,1.0
4244,33187,17.0,0.0,1.0
4245,1101,17.0,0.0,1.0
4246,33334,17.0,0.0,1.0
4247,33183,17.0,0.0,1.0
4248,12759,17.0,0.0,1.0
4249,33396,17.0,0.0,1.0
4250,33464,17.0,0.0,1.0
4251,44926,17.0,0.0,1.0
4252,1107,17.0,0.0,1.0
4253,12734,17.0,0.0,1.0
4254,56632,17.0,0.0,1.0
4255,55435,17.0,0.0,1.0
4256,12823,17.0,0.0,1.0
4257,33440,17.0,0.0,1.0
4258,1120,17.0,0.0,1.0
4259,58972,15.0,2.0,False
4260,33143,17.0,0.0,1.0
4261,34043,17.0,0.0,1.0
4262,33888,17.0,0.0,1.0
4263,51866,17.0,0.0,1.0
4264,33808,17.0,0.0,1.0
4265,51864,17.0,0.0,1.0
4266,45877,17.0,0.0,1.0
4267,51856,17.0,0.0,1.0
4268,44739,17.0,0.0,1.0
4269,33874,17.0,0.0,1.0
4270,33877,17.0,0.0,1.0
4271,33897,17.0,0.0,1.0
4272,55424,17.0,0.0,1.0
4273,33912,17.0,0.0,1.0
4274,5285,17.0,0.0,1.0
4275,8104,17.0,0.0,1.0
4276,45896,17.0,0.0,1.0
4277,33993,17.0,0.0,1.0
4278,51778,15.0,2.0,False
4279,45902,17.0,0.0,1.0
